WEEK,OPP,VENUE,TDF,FGF,SFF,PAT1FS,PAT1FA,PAT2FS,PAT2FA,D2CF,TDA,FGA,SFA,PAT1AS,PAT1AA,PAT2AS,PAT2AA,D2CA
1,LAR,CAR,3,2,0,3,3,0,0,0,3,3,0,3,3,0,0,0
2,TB,CAR,0,4,1,0,0,0,0,0,2,2,0,2,2,0,0,0
3,ARI,ARI,2,2,0,2,2,0,0,0,5,1,0,5,5,0,0,0
4,HOU,HOU,1,3,0,1,1,0,0,0,1,1,0,1,1,0,0,0
5,JAX,CAR,5,0,0,4,5,0,0,0,3,2,0,3,3,0,0,0
6,TB,TOT,4,3,0,4,4,0,0,0,3,1,0,1,1,2,2,0
7,SF,SF,1,1,1,0,0,1,1,0,7,1,0,6,6,0,1,0
9,TEN,CAR,4,1,0,3,4,0,0,0,3,0,0,2,2,0,1,0
10,GB,GB,2,1,0,1,1,0,1,0,3,1,0,3,3,0,0,0
11,ATL,CAR,0,1,0,0,0,0,0,0,3,3,0,2,2,0,1,0
12,NO,NO,4,2,0,1,3,0,1,0,4,2,0,4,4,0,0,0
13,WAS,CAR,3,0,0,3,3,0,0,0,3,3,0,2,2,0,1,0
